# x Y
0 1 1 9 
0.00125 1 1 9 
0.0025 1 1 9 
0.00375 1 1 9 
0.005 1 1 9 
0.00625 1 1 9 
0.0075 1 1 9 
0.00875 1 1 9 
0.01 1 1 9 
0.01125 1 1 9 
0.0125 1 1 9 
0.01375 1 1 9 
0.015 1 1 9 
0.01625 1 1 9 
0.0175 1 1 9 
0.01875 1 1 9 
0.02 1 1 9 
0.02125 1 1 9 
0.0225 1 1 9 
0.02375 1 1 9 
0.025 1 1 9 
0.02625 1 1 9 
0.0275 1 1 9 
0.02875 1 1 9 
0.03 1 1 9 
0.03125 1 1 9 
0.0325 1 1 9 
0.03375 1 1 9 
0.035 1 1 9 
0.03625 1 1 9 
0.0375 1 1 9 
0.03875 1 1 9 
0.04 1 1 9 
0.04125 1 1 9 
0.0425 1 1 9 
0.04375 1 1 9 
0.045 1 1 9 
0.04625 1 1 9 
0.0475 1 1 9 
0.04875 1 1 9 
0.05 1 1 9 
0.05125 1 1 9 
0.0525 1 1 9 
0.05375 1 1 9 
0.055 1 1 9 
0.05625 1 1 9 
0.0575 1 1 9 
0.05875 1 1 9 
0.06 1 1 9 
0.06125 1 1 9 
0.0625 1 1 9 
0.06375 1 1 9 
0.065 1 1 9 
0.06625 1 1 9 
0.0675 1 1 9 
0.06875 1 1 9 
0.07 1 1 9 
0.07125 1 1 9 
0.0725 1 1 9 
0.07375 1 1 9 
0.075 1 1 9 
0.07625 1 1 9 
0.0775 1 1 9 
0.07875 1 1 9 
0.08 1 1 9 
0.08125 1 1 9 
0.0825 1 1 9 
0.08375 1 1 9 
0.085 1 1 9 
0.08625 1 1 9 
0.0875 1 1 9 
0.08875 1 1 9 
0.09 1 1 9 
0.09125 1 1 9 
0.0925 1 1 9 
0.09375 1 1 9 
0.095 1 1 9 
0.09625 1 1 9 
0.0975 1 1 9 
0.09875 1 1 9 
0.1 1 1 9 
0.10125 1 1 9 
0.1025 1 1 9 
0.10375 1 1 9 
0.105 1 1 9 
0.10625 1 1 9 
0.1075 1 1 9 
0.10875 1 1 9 
0.11 1 1 9 
0.11125 1 1 9 
0.1125 1 1 9 
0.11375 1 1 9 
0.115 1 1 9 
0.11625 1 1 9 
0.1175 1 1 9 
0.11875 1 1 9 
0.12 1 1 9 
0.12125 1 1 9 
0.1225 1 1 9 
0.12375 1 1 9 
0.125 1 1 9 
0.12625 1 1 9 
0.1275 1 1 9 
0.12875 1 1 9 
0.13 1 1 9 
0.13125 1 1 9 
0.1325 1 1 9 
0.13375 1 1 9 
0.135 1 1 9 
0.13625 1 1 9 
0.1375 1 1 9 
0.13875 1 1 9 
0.14 1 1 9 
0.14125 1 1 9 
0.1425 1 1 9 
0.14375 1 1 9 
0.145 1 1 9 
0.14625 1 1 9 
0.1475 1 1 9 
0.14875 1 1 9 
0.15 1 1 9 
0.15125 1 1 9 
0.1525 1 1 9 
0.15375 1 1 9 
0.155 1 1 9 
0.15625 1 1 9 
0.1575 1 1 9 
0.15875 1 1 9 
0.16 1 1 9 
0.16125 1 1 9 
0.1625 1 1 9 
0.16375 1 1 9 
0.165 1 1 9 
0.16625 1 1 9 
0.1675 1 1 9 
0.16875 1 1 9 
0.17 1 1 9 
0.17125 1 1 9 
0.1725 1 1 9 
0.17375 1 1 9 
0.175 1 1 9 
0.17625 1 1 9 
0.1775 1 1 9 
0.17875 1 1 9 
0.18 1 1 9 
0.18125 1 1 9 
0.1825 1 1 9 
0.18375 1 1 9 
0.185 1 1 9 
0.18625 1 1 9 
0.1875 1 1 9 
0.18875 1 1 9 
0.19 1 1 9 
0.19125 1 1 9 
0.1925 1 1 9 
0.19375 1 1 9 
0.195 1 1 9 
0.19625 1 1 9 
0.1975 1 1 9 
0.19875 1 1 9 
0.2 1 1 9 
0.20125 1 1 9 
0.2025 1 1 9 
0.20375 1 1 9 
0.205 1 1 9 
0.20625 1 1 9 
0.2075 1 1 9 
0.20875 1 1 9 
0.21 1 1 9 
0.21125 1 1 9 
0.2125 1 1 9 
0.21375 1 1 9 
0.215 1 1 9 
0.21625 1 1 9 
0.2175 1 1 9 
0.21875 1 1 9 
0.22 1 1 9 
0.22125 1 1 9 
0.2225 1 1 9 
0.22375 1 1 9 
0.225 1 1 9 
0.22625 1 1 9 
0.2275 1 1 9 
0.22875 1 1 9 
0.23 1 1 9 
0.23125 1 1 9 
0.2325 1 1 9 
0.23375 1 1 9 
0.235 1 1 9 
0.23625 1 1 9 
0.2375 1 1 9 
0.23875 1 1 9 
0.24 1 1 9 
0.24125 1 1 9 
0.2425 1 1 9 
0.24375 1 1 9 
0.245 1 1 9 
0.24625 1 1 9 
0.2475 1 1 9 
0.24875 1 1 9 
0.25 1 1 9 
0.25125 1 1 9 
0.2525 1 1 9 
0.25375 1 1 9 
0.255 1 1 9 
0.25625 1 1 9 
0.2575 1 1 9 
0.25875 1 1 9 
0.26 1 1 9 
0.26125 1 1 9 
0.2625 1 1 9 
0.26375 1 1 9 
0.265 1 1 9 
0.26625 1 1 9 
0.2675 1 1 9 
0.26875 1 1 9 
0.27 1 1 9 
0.27125 1 1 9 
0.2725 1 1 9 
0.27375 1 1 9 
0.275 1 1 9 
0.27625 1 1 9 
0.2775 1 1 9 
0.27875 1 1 9 
0.28 1 1 9 
0.28125 1 1 9 
0.2825 1 1 9 
0.28375 1 1 9 
0.285 1 1 9 
0.28625 1 1 9 
0.2875 1 1 9 
0.28875 1 1 9 
0.29 1 1 9 
0.29125 1 1 9 
0.2925 1 1 9 
0.29375 1 1 9 
0.295 1 1 9 
0.29625 1 1 9 
0.2975 1 1 9 
0.29875 1 1 9 
0.3 1 1 9 
0.30125 1 1 9 
0.3025 1 1 9 
0.30375 1 1 9 
0.305 1 1 9 
0.30625 1 1 9 
0.3075 1 1 9 
0.30875 1 1 9 
0.31 1 1 9 
0.31125 1 1 9 
0.3125 1 1 9 
0.31375 1 1 9 
0.315 1 1 9 
0.31625 1 1 9 
0.3175 1 1 9 
0.31875 1 1 9 
0.32 1 1 9 
0.32125 1 1 9 
0.3225 1 1 9 
0.32375 1 1 9 
0.325 1 1 9 
0.32625 1 1 9 
0.3275 1 1 9 
0.32875 1 1 9 
0.33 1 1 9 
0.33125 1 1 9 
0.3325 1 1 9 
0.33375 1 1 9 
0.335 1 1 9 
0.33625 1 1 9 
0.3375 1 1 9 
0.33875 1 1 9 
0.34 1 1 9 
0.34125 1 1 9 
0.3425 1 1 9 
0.34375 1 1 9 
0.345 1 1 9 
0.34625 1 1 9 
0.3475 1 1 9 
0.34875 1 1 9 
0.35 1 1 9 
0.35125 1 1 9 
0.3525 1 1 9 
0.35375 1 1 9 
0.355 1 1 9 
0.35625 1 1 9 
0.3575 1 1 9 
0.35875 1 1 9 
0.36 1 1 9 
0.36125 1 1 9 
0.3625 1 1 9 
0.36375 1 1 9 
0.365 1 1 9 
0.36625 1 1 9 
0.3675 1 1 9 
0.36875 1 1 9 
0.37 1 1 9 
0.37125 1 1 9 
0.3725 1 1 9 
0.37375 1 1 9 
0.375 1 1 9 
0.37625 1 1 9 
0.3775 1 1 9 
0.37875 1 1 9 
0.38 1 1 9 
0.38125 1 1 9 
0.3825 1 1 9 
0.38375 1 1 9 
0.385 1 1 9 
0.38625 1 1 9 
0.3875 1 1 9 
0.38875 1 1 9 
0.39 1 1 9 
0.39125 1 1 9 
0.3925 1 1 9 
0.39375 1 1 9 
0.395 1 1 9 
0.39625 1 1 9 
0.3975 1 1 9 
0.39875 1 1 9 
0.4 1 1 9 
0.40125 1 1 9 
0.4025 1 1 9 
0.40375 1 1 9 
0.405 1 1 9 
0.40625 1 1 9 
0.4075 1 1 9 
0.40875 1 1 9 
0.41 1 1 9 
0.41125 1 1 9 
0.4125 1 1 9 
0.41375 1 1 9 
0.415 1 1 9 
0.41625 1 1 9 
0.4175 1 1 9 
0.41875 1 1 9 
0.42 1 1 9 
0.42125 1 1 9 
0.4225 1 1 9 
0.42375 1 1 9 
0.425 1 1 9 
0.42625 1 1 9 
0.4275 1 1 9 
0.42875 1 1 9 
0.43 1 1 9 
0.43125 1 1 9 
0.4325 1 1 9 
0.43375 1 1 9 
0.435 1 1 9 
0.43625 1 1 9 
0.4375 1 1 9 
0.43875 1 1 9 
0.44 1 1 9 
