# X    U     P    rho
2.945 44.7077 336898 4.1217
2.946 44.8267 336732 4.12025
2.947 44.9458 336566 4.1188
2.948 45.0648 336400 4.11735
2.949 45.1839 336235 4.1159
2.95 45.3029 336069 4.11445
2.951 45.422 335903 4.113
2.952 45.541 335738 4.11156
2.953 45.6601 335572 4.11011
2.954 45.7791 335407 4.10866
2.955 45.8982 335242 4.10721
2.956 46.0172 335077 4.10577
2.957 46.1363 334911 4.10432
2.958 46.2553 334746 4.10288
2.959 46.3744 334581 4.10143
2.96 46.4934 334416 4.09999
2.961 46.6124 334251 4.09854
2.962 46.7315 334086 4.0971
2.963 46.8505 333922 4.09566
2.964 46.9696 333757 4.09421
2.965 47.0886 333592 4.09277
2.966 47.2077 333428 4.09133
2.967 47.3267 333263 4.08989
2.968 47.4458 333099 4.08845
2.969 47.5648 332935 4.087
2.97 47.6839 332770 4.08556
2.971 47.8029 332606 4.08412
2.972 47.922 332442 4.08268
2.973 48.041 332278 4.08124
2.974 48.1601 332114 4.07981
2.975 48.2791 331950 4.07837
2.976 48.3982 331786 4.07693
2.977 48.5172 331622 4.07549
2.978 48.6363 331459 4.07405
2.979 48.7553 331295 4.07262
2.98 48.8744 331131 4.07118
2.981 48.9934 330968 4.06974
2.982 49.1124 330804 4.06831
2.983 49.2315 330641 4.06687
2.984 49.3505 330478 4.06544
2.985 49.4696 330315 4.064
2.986 49.5886 330151 4.06257
2.987 49.7077 329988 4.06114
2.988 49.8267 329825 4.0597
2.989 49.9458 329662 4.05827
2.99 50.0648 329499 4.05684
2.991 50.1839 329337 4.05541
2.992 50.3029 329174 4.05397
2.993 50.422 329011 4.05254
2.994 50.541 328848 4.05111
2.995 50.6601 328686 4.04968
2.996 50.7791 328523 4.04825
2.997 50.8982 328361 4.04682
2.998 51.0172 328199 4.04539
2.999 51.1363 328036 4.04396
3 51.2553 327874 4.04254
3.001 51.3744 327712 4.04111
3.002 51.4934 327550 4.03968
3.003 51.6124 327388 4.03825
3.004 51.7315 327226 4.03683
3.005 51.8505 327064 4.0354
3.006 51.9696 326902 4.03397
3.007 52.0886 326741 4.03255
3.008 52.2077 326579 4.03112
3.009 52.3267 326418 4.0297
3.01 52.4458 326256 4.02827
3.011 52.5648 326095 4.02685
3.012 52.6839 325933 4.02543
3.013 52.8029 325772 4.024
3.014 52.922 325611 4.02258
3.015 53.041 325449 4.02116
3.016 53.1601 325288 4.01974
3.017 53.2791 325127 4.01832
3.018 53.3982 324966 4.01689
3.019 53.5172 324805 4.01547
3.02 53.6363 324645 4.01405
3.021 53.7553 324484 4.01263
3.022 53.8744 324323 4.01121
3.023 53.9934 324163 4.00979
3.024 54.1124 324002 4.00838
3.025 54.2315 323841 4.00696
3.026 54.3505 323681 4.00554
3.027 54.4696 323521 4.00412
3.028 54.5886 323360 4.0027
3.029 54.7077 323200 4.00129
3.03 54.8267 323040 3.99987
3.031 54.9458 322880 3.99846
3.032 55.0648 322720 3.99704
3.033 55.1839 322560 3.99563
3.034 55.3029 322400 3.99421
3.035 55.422 322240 3.9928
3.036 55.541 322081 3.99138
3.037 55.6601 321921 3.98997
3.038 55.7791 321761 3.98856
3.039 55.8982 321602 3.98714
3.04 56.0172 321442 3.98573
3.041 56.1363 321283 3.98432
3.042 56.2553 321124 3.98291
3.043 56.3744 320964 3.9815
3.044 56.4934 320805 3.98009
3.045 56.6124 320646 3.97868
3.046 56.7315 320487 3.97727
3.047 56.8505 320328 3.97586
3.048 56.9696 320169 3.97445
3.049 57.0886 320010 3.97304
3.05 57.2077 319851 3.97163
3.051 57.3267 319693 3.97022
3.052 57.4458 319534 3.96881
3.053 57.5648 319375 3.96741
3.054 57.6839 319217 3.966
3.055 57.8029 319058 3.96459
3.056 57.922 318900 3.96319
3.057 58.041 318742 3.96178
3.058 58.1601 318583 3.96038
3.059 58.2791 318425 3.95897
3.06 58.3982 318267 3.95757
3.061 58.5172 318109 3.95616
3.062 58.6363 317951 3.95476
3.063 58.7553 317793 3.95336
3.064 58.8744 317635 3.95196
3.065 58.9934 317477 3.95055
3.066 59.1124 317320 3.94915
3.067 59.2315 317162 3.94775
3.068 59.3505 317004 3.94635
3.069 59.4696 316847 3.94495
3.07 59.5886 316690 3.94355
3.071 59.7077 316532 3.94215
3.072 59.8267 316375 3.94075
3.073 59.9458 316218 3.93935
3.074 60.0648 316060 3.93795
3.075 60.1839 315903 3.93655
3.076 60.3029 315746 3.93515
3.077 60.422 315589 3.93376
3.078 60.541 315432 3.93236
3.079 60.6601 315276 3.93096
3.08 60.7791 315119 3.92957
3.081 60.8982 314962 3.92817
3.082 61.0172 314805 3.92677
3.083 61.1363 314649 3.92538
3.084 61.2553 314492 3.92398
3.085 61.3744 314336 3.92259
3.086 61.4934 314179 3.9212
3.087 61.6124 314023 3.9198
3.088 61.7315 313867 3.91841
3.089 61.8505 313711 3.91702
3.09 61.9696 313555 3.91562
3.091 62.0886 313399 3.91423
3.092 62.2077 313243 3.91284
3.093 62.3267 313087 3.91145
3.094 62.4458 312931 3.91006
3.095 62.5648 312775 3.90867
3.096 62.6839 312619 3.90728
3.097 62.8029 312464 3.90589
3.098 62.922 312308 3.9045
3.099 63.041 312153 3.90311
3.1 63.1601 311997 3.90172
3.101 63.2791 311842 3.90033
3.102 63.3982 311686 3.89895
3.103 63.5172 311531 3.89756
3.104 63.6363 311376 3.89617
3.105 63.7553 311221 3.89479
3.106 63.8744 311066 3.8934
3.107 63.9934 310911 3.89201
3.108 64.1124 310756 3.89063
3.109 64.2315 310601 3.88924
3.11 64.3505 310446 3.88786
3.111 64.4696 310292 3.88647
3.112 64.5886 310137 3.88509
3.113 64.7077 309982 3.88371
3.114 64.8267 309828 3.88233
3.115 64.9458 309673 3.88094
3.116 65.0648 309519 3.87956
3.117 65.1839 309365 3.87818
3.118 65.3029 309210 3.8768
3.119 65.422 309056 3.87542
3.12 65.541 308902 3.87404
3.121 65.6601 308748 3.87266
3.122 65.7791 308594 3.87128
3.123 65.8982 308440 3.8699
3.124 66.0172 308286 3.86852
3.125 66.1363 308133 3.86714
3.126 66.2553 307979 3.86576
3.127 66.3744 307825 3.86438
3.128 66.4934 307672 3.86301
3.129 66.6124 307518 3.86163
3.13 66.7315 307365 3.86025
3.131 66.8505 307211 3.85888
3.132 66.9696 307058 3.8575
3.133 67.0886 306905 3.85612
3.134 67.2077 306751 3.85475
3.135 67.3267 306598 3.85337
3.136 67.4458 306445 3.852
3.137 67.5648 306292 3.85063
3.138 67.6839 306139 3.84925
3.139 67.8029 305986 3.84788
3.14 67.922 305833 3.84651
3.141 68.041 305681 3.84513
3.142 68.1601 305528 3.84376
3.143 68.2791 305375 3.84239
3.144 68.3982 305223 3.84102
3.145 68.5172 305070 3.83965
3.146 68.6363 304918 3.83828
3.147 68.7553 304766 3.83691
3.148 68.8744 304613 3.83554
3.149 68.9934 304461 3.83417
3.15 69.1124 304309 3.8328
3.151 69.2315 304157 3.83143
3.152 69.3505 304005 3.83007
3.153 69.4696 303853 3.8287
3.154 69.5886 303701 3.82733
3.155 69.7077 303549 3.82596
3.156 69.8267 303397 3.8246
3.157 69.9458 303246 3.82323
3.158 70.0648 303094 3.82187
3.159 70.1839 302942 3.8205
3.16 70.3029 302791 3.81914
3.161 70.422 302640 3.81777
3.162 70.541 302488 3.81641
3.163 70.6601 302337 3.81504
3.164 70.7791 302186 3.81368
3.165 70.8982 302034 3.81232
3.166 71.0172 301883 3.81095
3.167 71.1363 301732 3.80959
3.168 71.2553 301581 3.80823
3.169 71.3744 301430 3.80687
3.17 71.4934 301279 3.80551
3.171 71.6124 301129 3.80415
3.172 71.7315 300978 3.80279
3.173 71.8505 300827 3.80143
3.174 71.9696 300677 3.80007
3.175 72.0886 300526 3.79871
3.176 72.2077 300376 3.79735
3.177 72.3267 300225 3.79599
3.178 72.4458 300075 3.79463
3.179 72.5648 299925 3.79328
3.18 72.6839 299774 3.79192
3.181 72.8029 299624 3.79056
3.182 72.922 299474 3.78921
3.183 73.041 299324 3.78785
3.184 73.1601 299174 3.7865
3.185 73.2791 299024 3.78514
3.186 73.3982 298875 3.78379
3.187 73.5172 298725 3.78243
3.188 73.6363 298575 3.78108
3.189 73.7553 298425 3.77972
3.19 73.8744 298276 3.77837
3.191 73.9934 298126 3.77702
3.192 74.1124 297977 3.77566
3.193 74.2315 297828 3.77431
3.194 74.3505 297678 3.77296
3.195 74.4696 297529 3.77161
3.196 74.5886 297380 3.77026
3.197 74.7077 297231 3.76891
3.198 74.8267 297082 3.76756
3.199 74.9458 296933 3.76621
3.2 75.0648 296784 3.76486
3.201 75.1839 296635 3.76351
3.202 75.3029 296486 3.76216
3.203 75.422 296337 3.76081
3.204 75.541 296189 3.75947
3.205 75.6601 296040 3.75812
3.206 75.7791 295891 3.75677
3.207 75.8982 295743 3.75542
3.208 76.0172 295595 3.75408
3.209 76.1363 295446 3.75273
3.21 76.2553 295298 3.75139
3.211 76.3744 295150 3.75004
3.212 76.4934 295002 3.7487
3.213 76.6124 294853 3.74735
3.214 76.7315 294705 3.74601
3.215 76.8505 294557 3.74467
3.216 76.9696 294410 3.74332
3.217 77.0886 294262 3.74198
3.218 77.2077 294114 3.74064
3.219 77.3267 293966 3.7393
3.22 77.4458 293819 3.73795
3.221 77.5648 293671 3.73661
3.222 77.6839 293523 3.73527
3.223 77.8029 293376 3.73393
3.224 77.922 293229 3.73259
3.225 78.041 293081 3.73125
3.226 78.1601 292934 3.72991
3.227 78.2791 292787 3.72857
3.228 78.3982 292640 3.72723
3.229 78.5172 292493 3.7259
3.23 78.6363 292346 3.72456
3.231 78.7553 292199 3.72322
3.232 78.8744 292052 3.72188
3.233 78.9934 291905 3.72055
3.234 79.1124 291758 3.71921
3.235 79.2315 291611 3.71788
3.236 79.3505 291465 3.71654
3.237 79.4696 291318 3.7152
3.238 79.5886 291172 3.71387
3.239 79.7077 291025 3.71254
3.24 79.8267 290879 3.7112
3.241 79.9458 290733 3.70987
3.242 80.0648 290586 3.70853
3.243 80.1839 290440 3.7072
3.244 80.3029 290294 3.70587
3.245 80.422 290148 3.70454
3.246 80.541 290002 3.70321
3.247 80.6601 289856 3.70187
3.248 80.7791 289710 3.70054
3.249 80.8982 289564 3.69921
3.25 81.0172 289419 3.69788
3.251 81.1363 289273 3.69655
3.252 81.2553 289127 3.69522
3.253 81.3744 288982 3.6939
3.254 81.4934 288836 3.69257
3.255 81.6124 288691 3.69124
3.256 81.7315 288545 3.68991
3.257 81.8505 288400 3.68858
3.258 81.9696 288255 3.68726
3.259 82.0886 288110 3.68593
3.26 82.2077 287964 3.6846
3.261 82.3267 287819 3.68328
3.262 82.4458 287674 3.68195
3.263 82.5648 287529 3.68063
3.264 82.6839 287385 3.6793
3.265 82.8029 287240 3.67798
3.266 82.922 287095 3.67665
3.267 83.041 286950 3.67533
3.268 83.1601 286806 3.67401
3.269 83.2791 286661 3.67268
3.27 83.3982 286517 3.67136
3.271 83.5172 286372 3.67004
3.272 83.6363 286228 3.66872
3.273 83.7553 286084 3.6674
3.274 83.8744 285939 3.66608
3.275 83.9934 285795 3.66475
3.276 84.1124 285651 3.66343
3.277 84.2315 285507 3.66211
3.278 84.3505 285363 3.6608
3.279 84.4696 285219 3.65948
3.28 84.5886 285075 3.65816
3.281 84.7077 284931 3.65684
3.282 84.8267 284788 3.65552
3.283 84.9458 284644 3.6542
3.284 85.0648 284500 3.65289
3.285 85.1839 284357 3.65157
3.286 85.3029 284213 3.65025
3.287 85.422 284070 3.64894
3.288 85.541 283926 3.64762
3.289 85.6601 283783 3.64631
3.29 85.7791 283640 3.64499
3.291 85.8982 283497 3.64368
3.292 86.0172 283353 3.64236
3.293 86.1363 283210 3.64105
3.294 86.2553 283067 3.63974
3.295 86.3744 282924 3.63842
3.296 86.4934 282781 3.63711
3.297 86.6124 282639 3.6358
3.298 86.7315 282496 3.63449
3.299 86.8505 282353 3.63318
3.3 86.9696 282211 3.63186
3.301 87.0886 282068 3.63055
3.302 87.2077 281925 3.62924
3.303 87.3267 281783 3.62793
3.304 87.4458 281641 3.62662
3.305 87.5648 281498 3.62531
3.306 87.6839 281356 3.62401
3.307 87.8029 281214 3.6227
3.308 87.922 281072 3.62139
3.309 88.041 280930 3.62008
3.31 88.1601 280788 3.61877
3.311 88.2791 280646 3.61747
3.312 88.3982 280504 3.61616
3.313 88.5172 280362 3.61485
3.314 88.6363 280220 3.61355
3.315 88.7553 280078 3.61224
3.316 88.8744 279937 3.61094
3.317 88.9934 279795 3.60963
3.318 89.1124 279654 3.60833
3.319 89.2315 279512 3.60703
3.32 89.3505 279371 3.60572
3.321 89.4696 279229 3.60442
3.322 89.5886 279088 3.60312
3.323 89.7077 278947 3.60181
3.324 89.8267 278806 3.60051
3.325 89.9458 278665 3.59921
3.326 90.0648 278524 3.59791
3.327 90.1839 278383 3.59661
3.328 90.3029 278242 3.59531
3.329 90.422 278101 3.59401
3.33 90.541 277960 3.59271
3.331 90.6601 277819 3.59141
3.332 90.7791 277679 3.59011
3.333 90.8982 277538 3.58881
3.334 91.0172 277398 3.58751
3.335 91.1363 277257 3.58621
3.336 91.2553 277117 3.58492
3.337 91.3744 276976 3.58362
3.338 91.4934 276836 3.58232
3.339 91.6124 276696 3.58103
3.34 91.7315 276556 3.57973
3.341 91.8505 276415 3.57844
3.342 91.9696 276275 3.57714
3.343 92.0886 276135 3.57585
3.344 92.2077 275995 3.57455
3.345 92.3267 275856 3.57326
3.346 92.4458 275716 3.57196
3.347 92.5648 275576 3.57067
3.348 92.6839 275436 3.56938
3.349 92.8029 275297 3.56808
3.35 92.922 275157 3.56679
3.351 93.041 275018 3.5655
3.352 93.1601 274878 3.56421
3.353 93.2791 274739 3.56292
3.354 93.3982 274599 3.56163
3.355 93.5172 274460 3.56034
3.356 93.6363 274321 3.55905
3.357 93.7553 274182 3.55776
3.358 93.8744 274043 3.55647
3.359 93.9934 273904 3.55518
3.36 94.1124 273765 3.55389
3.361 94.2315 273626 3.5526
3.362 94.3505 273487 3.55131
3.363 94.4696 273348 3.55003
3.364 94.5886 273209 3.54874
3.365 94.7077 273071 3.54745
3.366 94.8267 272932 3.54617
3.367 94.9458 272794 3.54488
3.368 95.0648 272655 3.5436
3.369 95.1839 272517 3.54231
3.37 95.3029 272378 3.54103
3.371 95.422 272240 3.53974
3.372 95.541 272102 3.53846
3.373 95.6601 271964 3.53717
3.374 95.7791 271825 3.53589
3.375 95.8982 271687 3.53461
3.376 96.0172 271549 3.53332
3.377 96.1363 271411 3.53204
3.378 96.2553 271273 3.53076
3.379 96.3744 271136 3.52948
3.38 96.4934 270998 3.5282
3.381 96.6124 270860 3.52692
3.382 96.7315 270723 3.52564
3.383 96.8505 270585 3.52436
3.384 96.9696 270447 3.52308
3.385 97.0886 270310 3.5218
3.386 97.2077 270173 3.52052
3.387 97.3267 270035 3.51924
3.388 97.4458 269898 3.51796
3.389 97.5648 269761 3.51669
3.39 97.6839 269624 3.51541
3.391 97.8029 269486 3.51413
3.392 97.922 269349 3.51285
3.393 98.041 269212 3.51158
3.394 98.1601 269075 3.5103
3.395 98.2791 268939 3.50903
3.396 98.3982 268802 3.50775
3.397 98.5172 268665 3.50648
3.398 98.6363 268528 3.5052
3.399 98.7553 268392 3.50393
3.4 98.8744 268255 3.50265
3.401 98.9934 268119 3.50138
3.402 99.1124 267982 3.50011
3.403 99.2315 267846 3.49884
3.404 99.3505 267709 3.49756
3.405 99.4696 267573 3.49629
3.406 99.5886 267437 3.49502
3.407 99.7077 267301 3.49375
3.408 99.8267 267165 3.49248
3.409 99.9458 267029 3.49121
3.41 100.065 266893 3.48994
3.411 100.184 266757 3.48867
3.412 100.303 266621 3.4874
3.413 100.422 266485 3.48613
3.414 100.541 266349 3.48486
3.415 100.66 266214 3.48359
3.416 100.779 266078 3.48233
3.417 100.898 265943 3.48106
3.418 101.017 265807 3.47979
3.419 101.136 265672 3.47853
3.42 101.255 265536 3.47726
3.421 101.374 265401 3.47599
3.422 101.493 265266 3.47473
3.423 101.612 265130 3.47346
3.424 101.731 264995 3.4722
3.425 101.851 264860 3.47093
3.426 101.97 264725 3.46967
3.427 102.089 264590 3.46841
3.428 102.208 264455 3.46714
3.429 102.327 264320 3.46588
3.43 102.446 264186 3.46462
3.431 102.565 264051 3.46336
3.432 102.684 263916 3.46209
3.433 102.803 263782 3.46083
3.434 102.922 263647 3.45957
3.435 103.041 263513 3.45831
3.436 103.16 263378 3.45705
3.437 103.279 263244 3.45579
3.438 103.398 263109 3.45453
3.439 103.517 262975 3.45327
3.44 103.636 262841 3.45201
3.441 103.755 262707 3.45075
3.442 103.874 262573 3.4495
3.443 103.993 262439 3.44824
3.444 104.112 262305 3.44698
3.445 104.231 262171 3.44572
3.446 104.351 262037 3.44447
3.447 104.47 261903 3.44321
3.448 104.589 261770 3.44195
3.449 104.708 261636 3.4407
3.45 104.827 261502 3.43944
3.451 104.946 261369 3.43819
3.452 105.065 261235 3.43693
3.453 105.184 261102 3.43568
3.454 105.303 260968 3.43443
3.455 105.422 260835 3.43317
3.456 105.541 260702 3.43192
3.457 105.66 260569 3.43067
3.458 105.779 260435 3.42942
3.459 105.898 260302 3.42816
3.46 106.017 260169 3.42691
3.461 106.136 260036 3.42566
3.462 106.255 259903 3.42441
3.463 106.374 259771 3.42316
3.464 106.493 259638 3.42191
3.465 106.612 259505 3.42066
3.466 106.731 259372 3.41941
3.467 106.851 259240 3.41816
3.468 106.97 259107 3.41691
3.469 107.089 258975 3.41566
3.47 107.208 258842 3.41442
3.471 107.327 258710 3.41317
3.472 107.446 258577 3.41192
3.473 107.565 258445 3.41068
3.474 107.684 258313 3.40943
3.475 107.803 258181 3.40818
3.476 107.922 258049 3.40694
3.477 108.041 257917 3.40569
3.478 108.16 257785 3.40445
3.479 108.279 257653 3.4032
3.48 108.398 257521 3.40196
3.481 108.517 257389 3.40071
3.482 108.636 257257 3.39947
3.483 108.755 257126 3.39823
3.484 108.874 256994 3.39698
3.485 108.993 256862 3.39574
3.486 109.112 256731 3.3945
3.487 109.231 256599 3.39326
3.488 109.351 256468 3.39202
3.489 109.47 256337 3.39078
3.49 109.589 256205 3.38954
3.491 109.708 256074 3.3883
3.492 109.827 255943 3.38706
3.493 109.946 255812 3.38582
3.494 110.065 255681 3.38458
3.495 110.184 255550 3.38334
3.496 110.303 255419 3.3821
3.497 110.422 255288 3.38086
3.498 110.541 255157 3.37962
3.499 110.66 255026 3.37839
3.5 110.779 254896 3.37715
3.501 110.898 254765 3.37591
3.502 111.017 254634 3.37468
3.503 111.136 254504 3.37344
3.504 111.255 254373 3.3722
3.505 111.374 254243 3.37097
3.506 111.493 254112 3.36973
3.507 111.612 253982 3.3685
3.508 111.731 253852 3.36727
3.509 111.851 253722 3.36603
3.51 111.97 253591 3.3648
3.511 112.089 253461 3.36357
3.512 112.208 253331 3.36233
3.513 112.327 253201 3.3611
3.514 112.446 253071 3.35987
3.515 112.565 252942 3.35864
3.516 112.684 252812 3.35741
3.517 112.803 252682 3.35618
3.518 112.922 252552 3.35495
3.519 113.041 252423 3.35372
3.52 113.16 252293 3.35249
3.521 113.279 252164 3.35126
3.522 113.398 252034 3.35003
3.523 113.517 251905 3.3488
3.524 113.636 251775 3.34757
3.525 113.755 251646 3.34634
3.526 113.874 251517 3.34511
3.527 113.993 251388 3.34389
3.528 114.112 251259 3.34266
3.529 114.231 251130 3.34143
3.53 114.351 251001 3.34021
3.531 114.47 250872 3.33898
3.532 114.589 250743 3.33776
3.533 114.708 250614 3.33653
3.534 114.827 250485 3.33531
3.535 114.946 250356 3.33408
3.536 115.065 250228 3.33286
3.537 115.184 250099 3.33163
3.538 115.303 249971 3.33041
3.539 115.422 249842 3.32919
3.54 115.541 249714 3.32797
3.541 115.66 249585 3.32674
3.542 115.779 249457 3.32552
3.543 115.898 249329 3.3243
3.544 116.017 249200 3.32308
3.545 116.136 249072 3.32186
3.546 116.255 248944 3.32064
3.547 116.374 248816 3.31942
3.548 116.493 248688 3.3182
3.549 116.612 248560 3.31698
3.55 116.731 248432 3.31576
3.551 116.851 248305 3.31454
3.552 116.97 248177 3.31332
3.553 117.089 248049 3.31211
3.554 117.208 247921 3.31089
3.555 117.327 247794 3.30967
3.556 117.446 247666 3.30845
3.557 117.565 247539 3.30724
3.558 117.684 247411 3.30602
3.559 117.803 247284 3.30481
3.56 117.922 247157 3.30359
3.561 118.041 247030 3.30238
3.562 118.16 246902 3.30116
3.563 118.279 246775 3.29995
3.564 118.398 246648 3.29873
3.565 118.517 246521 3.29752
3.566 118.636 246394 3.29631
3.567 118.755 246267 3.29509
3.568 118.874 246140 3.29388
3.569 118.993 246014 3.29267
3.57 119.112 245887 3.29146
3.571 119.231 245760 3.29024
3.572 119.351 245633 3.28903
3.573 119.47 245507 3.28782
3.574 119.589 245380 3.28661
3.575 119.708 245254 3.2854
3.576 119.827 245127 3.28419
3.577 119.946 245001 3.28298
3.578 120.065 244875 3.28177
3.579 120.184 244749 3.28057
3.58 120.303 244622 3.27936
3.581 120.422 244496 3.27815
3.582 120.541 244370 3.27694
3.583 120.66 244244 3.27574
3.584 120.779 244118 3.27453
3.585 120.898 243992 3.27332
3.586 121.017 243866 3.27212
3.587 121.136 243741 3.27091
3.588 121.255 243615 3.2697
3.589 121.374 243489 3.2685
3.59 121.493 243364 3.26729
3.591 121.612 243238 3.26609
3.592 121.731 243112 3.26489
3.593 121.851 242987 3.26368
3.594 121.97 242862 3.26248
3.595 122.089 242736 3.26128
3.596 122.208 242611 3.26007
3.597 122.327 242486 3.25887
3.598 122.446 242360 3.25767
3.599 122.565 242235 3.25647
3.6 122.684 242110 3.25527
3.601 122.803 241985 3.25407
3.602 122.922 241860 3.25287
3.603 123.041 241735 3.25167
3.604 123.16 241610 3.25047
3.605 123.279 241486 3.24927
3.606 123.398 241361 3.24807
3.607 123.517 241236 3.24687
3.608 123.636 241112 3.24567
3.609 123.755 240987 3.24447
3.61 123.874 240863 3.24328
3.611 123.993 240738 3.24208
3.612 124.112 240614 3.24088
3.613 124.231 240489 3.23968
3.614 124.351 240365 3.23849
3.615 124.47 240241 3.23729
3.616 124.589 240117 3.2361
3.617 124.708 239992 3.2349
3.618 124.827 239868 3.23371
3.619 124.946 239744 3.23251
3.62 125.065 239620 3.23132
3.621 125.184 239496 3.23013
3.622 125.303 239373 3.22893
3.623 125.422 239249 3.22774
3.624 125.541 239125 3.22655
3.625 125.66 239001 3.22535
3.626 125.779 238878 3.22416
3.627 125.898 238754 3.22297
3.628 126.017 238630 3.22178
3.629 126.136 238507 3.22059
3.63 126.255 238384 3.2194
3.631 126.374 238260 3.21821
3.632 126.493 238137 3.21702
3.633 126.612 238014 3.21583
3.634 126.731 237890 3.21464
3.635 126.851 237767 3.21345
3.636 126.97 237644 3.21226
3.637 127.089 237521 3.21107
3.638 127.208 237398 3.20989
3.639 127.327 237275 3.2087
3.64 127.446 237152 3.20751
3.641 127.565 237029 3.20632
3.642 127.684 236907 3.20514
3.643 127.803 236784 3.20395
3.644 127.922 236661 3.20277
3.645 128.041 236539 3.20158
3.646 128.16 236416 3.2004
3.647 128.279 236294 3.19921
3.648 128.398 236171 3.19803
3.649 128.517 236049 3.19684
3.65 128.636 235927 3.19566
3.651 128.755 235804 3.19448
3.652 128.874 235682 3.19329
3.653 128.993 235560 3.19211
3.654 129.112 235438 3.19093
3.655 129.231 235316 3.18975
3.656 129.351 235194 3.18857
3.657 129.47 235072 3.18739
3.658 129.589 234950 3.18621
3.659 129.708 234828 3.18502
3.66 129.827 234706 3.18384
3.661 129.946 234584 3.18267
3.662 130.065 234463 3.18149
3.663 130.184 234341 3.18031
3.664 130.303 234220 3.17913
3.665 130.422 234098 3.17795
3.666 130.541 233977 3.17677
3.667 130.66 233855 3.17559
3.668 130.779 233734 3.17442
3.669 130.898 233612 3.17324
3.67 131.017 233491 3.17206
3.671 131.136 233370 3.17089
3.672 131.255 233249 3.16971
3.673 131.374 233128 3.16854
3.674 131.493 233007 3.16736
3.675 131.612 232886 3.16619
3.676 131.731 232765 3.16501
3.677 131.851 232644 3.16384
3.678 131.97 232523 3.16266
3.679 132.089 232402 3.16149
3.68 132.208 232282 3.16032
3.681 132.327 232161 3.15915
3.682 132.446 232040 3.15797
3.683 132.565 231920 3.1568
3.684 132.684 231799 3.15563
3.685 132.803 231679 3.15446
3.686 132.922 231558 3.15329
3.687 133.041 231438 3.15212
3.688 133.16 231318 3.15095
3.689 133.279 231198 3.14978
3.69 133.398 231077 3.14861
3.691 133.517 230957 3.14744
3.692 133.636 230837 3.14627
3.693 133.755 230717 3.1451
3.694 133.874 230597 3.14393
3.695 133.993 230477 3.14276
3.696 134.112 230358 3.1416
3.697 134.231 230238 3.14043
3.698 134.351 230118 3.13926
3.699 134.47 229998 3.1381
3.7 134.589 229879 3.13693
3.701 134.708 229759 3.13576
3.702 134.827 229640 3.1346
3.703 134.946 229520 3.13343
3.704 135.065 229401 3.13227
3.705 135.184 229281 3.13111
3.706 135.303 229162 3.12994
3.707 135.422 229043 3.12878
3.708 135.541 228923 3.12761
3.709 135.66 228804 3.12645
3.71 135.779 228685 3.12529
3.711 135.898 228566 3.12413
3.712 136.017 228447 3.12296
3.713 136.136 228328 3.1218
3.714 136.255 228209 3.12064
3.715 136.374 228090 3.11948
3.716 136.493 227972 3.11832
3.717 136.612 227853 3.11716
3.718 136.731 227734 3.116
3.719 136.851 227616 3.11484
3.72 136.97 227497 3.11368
3.721 137.089 227378 3.11252
3.722 137.208 227260 3.11136
3.723 137.327 227142 3.11021
3.724 137.446 227023 3.10905
3.725 137.565 226905 3.10789
3.726 137.684 226787 3.10673
3.727 137.803 226668 3.10558
3.728 137.922 226550 3.10442
3.729 138.041 226432 3.10326
3.73 138.16 226314 3.10211
3.731 138.279 226196 3.10095
3.732 138.398 226078 3.0998
3.733 138.517 225960 3.09864
3.734 138.636 225842 3.09749
3.735 138.755 225725 3.09634
3.736 138.874 225607 3.09518
3.737 138.993 225489 3.09403
3.738 139.112 225372 3.09288
3.739 139.231 225254 3.09172
3.74 139.351 225137 3.09057
3.741 139.47 225019 3.08942
3.742 139.589 224902 3.08827
3.743 139.708 224784 3.08712
3.744 139.827 224667 3.08596
3.745 139.946 224550 3.08481
3.746 140.065 224432 3.08366
3.747 140.184 224315 3.08251
3.748 140.303 224198 3.08136
3.749 140.422 224081 3.08022
3.75 140.541 223964 3.07907
3.751 140.66 223847 3.07792
3.752 140.779 223730 3.07677
3.753 140.898 223613 3.07562
3.754 141.017 223497 3.07447
3.755 141.136 223380 3.07333
3.756 141.255 223263 3.07218
3.757 141.374 223147 3.07103
3.758 141.493 223030 3.06989
3.759 141.612 222914 3.06874
3.76 141.731 222797 3.0676
3.761 141.851 222681 3.06645
3.762 141.97 222564 3.06531
3.763 142.089 222448 3.06416
3.764 142.208 222332 3.06302
3.765 142.327 222215 3.06187
3.766 142.446 222099 3.06073
3.767 142.565 221983 3.05959
3.768 142.684 221867 3.05845
3.769 142.803 221751 3.0573
3.77 142.922 221635 3.05616
3.771 143.041 221519 3.05502
3.772 143.16 221403 3.05388
3.773 143.279 221288 3.05274
3.774 143.398 221172 3.0516
3.775 143.517 221056 3.05046
3.776 143.636 220941 3.04932
3.777 143.755 220825 3.04818
3.778 143.874 220709 3.04704
3.779 143.993 220594 3.0459
3.78 144.112 220478 3.04476
3.781 144.231 220363 3.04362
3.782 144.351 220248 3.04248
3.783 144.47 220132 3.04135
3.784 144.589 220017 3.04021
3.785 144.708 219902 3.03907
3.786 144.827 219787 3.03794
3.787 144.946 219672 3.0368
3.788 145.065 219557 3.03566
3.789 145.184 219442 3.03453
3.79 145.303 219327 3.03339
3.791 145.422 219212 3.03226
3.792 145.541 219097 3.03112
