# X    U     P    rho
5.002 164.847 201146 2.85158
5.003 164.847 201146 2.85158
5.004 164.847 201146 2.85158
5.005 164.847 201146 2.85158
5.006 164.847 201146 2.85158
5.007 164.847 201146 2.85158
5.008 164.847 201146 2.85158
5.009 164.847 201146 2.85158
5.01 164.847 201146 2.85158
5.011 164.847 201146 2.85158
5.012 164.847 201146 2.85158
5.013 164.847 201146 2.85158
5.014 164.847 201146 2.85158
5.015 164.847 201146 2.85158
5.016 164.847 201146 2.85158
5.017 164.847 201146 2.85158
5.018 164.847 201146 2.85158
5.019 164.847 201146 2.85158
5.02 164.847 201146 2.85158
5.021 164.847 201146 2.85158
5.022 164.847 201146 2.85158
5.023 164.847 201146 2.85158
5.024 164.847 201146 2.85158
5.025 164.847 201146 2.85158
5.026 164.847 201146 2.85158
5.027 164.847 201146 2.85158
5.028 164.847 201146 2.85158
5.029 164.847 201146 2.85158
5.03 164.847 201146 2.85158
5.031 164.847 201146 2.85158
5.032 164.847 201146 2.85158
5.033 164.847 201146 2.85158
5.034 164.847 201146 2.85158
5.035 164.847 201146 2.85158
5.036 164.847 201146 2.85158
5.037 164.847 201146 2.85158
5.038 164.847 201146 2.85158
5.039 164.847 201146 2.85158
5.04 164.847 201146 2.85158
5.041 164.847 201146 2.85158
5.042 164.847 201146 2.85158
5.043 164.847 201146 2.85158
5.044 164.847 201146 2.85158
5.045 164.847 201146 2.85158
5.046 164.847 201146 2.85158
5.047 164.847 201146 2.85158
5.048 164.847 201146 2.85158
5.049 164.847 201146 2.85158
5.05 164.847 201146 2.85158
5.051 164.847 201146 2.85158
5.052 164.847 201146 2.85158
5.053 164.847 201146 2.85158
5.054 164.847 201146 2.85158
5.055 164.847 201146 2.85158
5.056 164.847 201146 2.85158
5.057 164.847 201146 2.85158
5.058 164.847 201146 2.85158
5.059 164.847 201146 2.85158
5.06 164.847 201146 2.85158
5.061 164.847 201146 2.85158
5.062 164.847 201146 2.85158
5.063 164.847 201146 2.85158
5.064 164.847 201146 2.85158
5.065 164.847 201146 2.85158
5.066 164.847 201146 2.85158
5.067 164.847 201146 2.85158
5.068 164.847 201146 2.85158
5.069 164.847 201146 2.85158
5.07 164.847 201146 2.85158
5.071 164.847 201146 2.85158
5.072 164.847 201146 2.85158
5.073 164.847 201146 2.85158
5.074 164.847 201146 2.85158
5.075 164.847 201146 2.85158
5.076 164.847 201146 2.85158
5.077 164.847 201146 2.85158
5.078 164.847 201146 2.85158
5.079 164.847 201146 2.85158
5.08 164.847 201146 2.85158
5.081 164.847 201146 2.85158
5.082 164.847 201146 2.85158
5.083 164.847 201146 2.85158
5.084 164.847 201146 2.85158
5.085 164.847 201146 2.85158
5.086 164.847 201146 2.85158
5.087 164.847 201146 2.85158
5.088 164.847 201146 2.85158
5.089 164.847 201146 2.85158
5.09 164.847 201146 2.85158
5.091 164.847 201146 2.85158
5.092 164.847 201146 2.85158
5.093 164.847 201146 2.85158
5.094 164.847 201146 2.85158
5.095 164.847 201146 2.85158
5.096 164.847 201146 2.85158
5.097 164.847 201146 2.85158
5.098 164.847 201146 2.85158
5.099 164.847 201146 2.85158
5.1 164.847 201146 2.85158
5.101 164.847 201146 2.85158
5.102 164.847 201146 2.85158
5.103 164.847 201146 2.85158
5.104 164.847 201146 2.85158
5.105 164.847 201146 2.85158
5.106 164.847 201146 2.85158
5.107 164.847 201146 2.85158
5.108 164.847 201146 2.85158
5.109 164.847 201146 2.85158
5.11 164.847 201146 2.85158
5.111 164.847 201146 2.85158
5.112 164.847 201146 2.85158
5.113 164.847 201146 2.85158
5.114 164.847 201146 2.85158
5.115 164.847 201146 2.85158
5.116 164.847 201146 2.85158
5.117 164.847 201146 2.85158
5.118 164.847 201146 2.85158
5.119 164.847 201146 2.85158
5.12 164.847 201146 2.85158
5.121 164.847 201146 2.85158
5.122 164.847 201146 2.85158
5.123 164.847 201146 2.85158
5.124 164.847 201146 2.85158
5.125 164.847 201146 2.85158
5.126 164.847 201146 2.85158
5.127 164.847 201146 2.85158
5.128 164.847 201146 2.85158
5.129 164.847 201146 2.85158
5.13 164.847 201146 2.85158
5.131 164.847 201146 2.85158
5.132 164.847 201146 2.85158
5.133 164.847 201146 2.85158
5.134 164.847 201146 2.85158
5.135 164.847 201146 2.85158
5.136 164.847 201146 2.85158
5.137 164.847 201146 2.85158
5.138 164.847 201146 2.85158
5.139 164.847 201146 2.85158
5.14 164.847 201146 2.85158
5.141 164.847 201146 2.85158
5.142 164.847 201146 2.85158
5.143 164.847 201146 2.85158
5.144 164.847 201146 2.85158
5.145 164.847 201146 2.85158
5.146 164.847 201146 2.85158
5.147 164.847 201146 2.85158
5.148 164.847 201146 2.85158
5.149 164.847 201146 2.85158
5.15 164.847 201146 2.85158
5.151 164.847 201146 2.85158
5.152 164.847 201146 2.85158
5.153 164.847 201146 2.85158
5.154 164.847 201146 2.85158
5.155 164.847 201146 2.85158
5.156 164.847 201146 2.85158
5.157 164.847 201146 2.85158
5.158 164.847 201146 2.85158
5.159 164.847 201146 2.85158
5.16 164.847 201146 2.85158
5.161 164.847 201146 2.85158
5.162 164.847 201146 2.85158
5.163 164.847 201146 2.85158
5.164 164.847 201146 2.85158
5.165 164.847 201146 2.85158
5.166 164.847 201146 2.85158
5.167 164.847 201146 2.85158
5.168 164.847 201146 2.85158
5.169 164.847 201146 2.85158
5.17 164.847 201146 2.85158
5.171 164.847 201146 2.85158
5.172 164.847 201146 2.85158
5.173 164.847 201146 2.85158
5.174 164.847 201146 2.85158
5.175 164.847 201146 2.85158
5.176 164.847 201146 2.85158
5.177 164.847 201146 2.85158
5.178 164.847 201146 2.85158
5.179 164.847 201146 2.85158
5.18 164.847 201146 2.85158
5.181 164.847 201146 2.85158
5.182 164.847 201146 2.85158
5.183 164.847 201146 2.85158
5.184 164.847 201146 2.85158
5.185 164.847 201146 2.85158
5.186 164.847 201146 2.85158
5.187 164.847 201146 2.85158
5.188 164.847 201146 2.85158
5.189 164.847 201146 2.85158
5.19 164.847 201146 2.85158
5.191 164.847 201146 2.85158
5.192 164.847 201146 2.85158
5.193 164.847 201146 2.85158
5.194 164.847 201146 2.85158
5.195 164.847 201146 2.85158
5.196 164.847 201146 2.85158
5.197 164.847 201146 2.85158
5.198 164.847 201146 2.85158
5.199 164.847 201146 2.85158
5.2 164.847 201146 2.85158
5.201 164.847 201146 2.85158
5.202 164.847 201146 2.85158
5.203 164.847 201146 2.85158
5.204 164.847 201146 2.85158
5.205 164.847 201146 2.85158
5.206 164.847 201146 2.85158
5.207 164.847 201146 2.85158
5.208 164.847 201146 2.85158
5.209 164.847 201146 2.85158
5.21 164.847 201146 2.85158
5.211 164.847 201146 2.85158
5.212 164.847 201146 2.85158
5.213 164.847 201146 2.85158
5.214 164.847 201146 2.85158
5.215 164.847 201146 2.85158
5.216 164.847 201146 2.85158
5.217 164.847 201146 2.85158
5.218 164.847 201146 2.85158
5.219 164.847 201146 2.85158
5.22 164.847 201146 2.85158
5.221 164.847 201146 2.85158
5.222 164.847 201146 2.85158
5.223 164.847 201146 2.85158
5.224 164.847 201146 2.85158
5.225 164.847 201146 2.85158
5.226 164.847 201146 2.85158
5.227 164.847 201146 2.85158
5.228 164.847 201146 2.85158
5.229 164.847 201146 2.85158
5.23 164.847 201146 2.85158
5.231 164.847 201146 2.85158
5.232 164.847 201146 2.85158
5.233 164.847 201146 2.85158
5.234 164.847 201146 2.85158
5.235 164.847 201146 2.85158
5.236 164.847 201146 2.85158
5.237 164.847 201146 2.85158
5.238 164.847 201146 2.85158
5.239 164.847 201146 2.85158
5.24 164.847 201146 2.85158
5.241 164.847 201146 2.85158
5.242 164.847 201146 2.85158
5.243 164.847 201146 2.85158
5.244 164.847 201146 2.85158
5.245 164.847 201146 2.85158
5.246 164.847 201146 2.85158
5.247 164.847 201146 2.85158
5.248 164.847 201146 2.85158
5.249 164.847 201146 2.85158
5.25 164.847 201146 2.85158
5.251 164.847 201146 2.85158
5.252 164.847 201146 2.85158
5.253 164.847 201146 2.85158
5.254 164.847 201146 2.85158
5.255 164.847 201146 2.85158
5.256 164.847 201146 2.85158
5.257 164.847 201146 2.85158
5.258 164.847 201146 2.85158
5.259 164.847 201146 2.85158
5.26 164.847 201146 2.85158
5.261 164.847 201146 2.85158
5.262 164.847 201146 2.85158
5.263 164.847 201146 2.85158
5.264 164.847 201146 2.85158
5.265 164.847 201146 2.85158
5.266 164.847 201146 2.85158
5.267 164.847 201146 2.85158
5.268 164.847 201146 2.85158
5.269 164.847 201146 2.85158
5.27 164.847 201146 2.85158
5.271 164.847 201146 2.85158
5.272 164.847 201146 2.85158
5.273 164.847 201146 2.85158
5.274 164.847 201146 2.85158
5.275 164.847 201146 2.85158
5.276 164.847 201146 2.85158
5.277 164.847 201146 2.85158
5.278 164.847 201146 2.85158
5.279 164.847 201146 2.85158
5.28 164.847 201146 2.85158
5.281 164.847 201146 2.85158
5.282 164.847 201146 2.85158
5.283 164.847 201146 2.85158
5.284 164.847 201146 2.85158
5.285 164.847 201146 2.85158
5.286 164.847 201146 2.85158
5.287 164.847 201146 2.85158
5.288 164.847 201146 2.85158
5.289 164.847 201146 2.85158
5.29 164.847 201146 2.85158
5.291 164.847 201146 2.85158
5.292 164.847 201146 2.85158
5.293 164.847 201146 2.85158
5.294 164.847 201146 2.85158
5.295 164.847 201146 2.85158
5.296 164.847 201146 2.85158
5.297 164.847 201146 2.85158
5.298 164.847 201146 2.85158
5.299 164.847 201146 2.85158
5.3 164.847 201146 2.85158
5.301 164.847 201146 2.85158
5.302 164.847 201146 2.85158
5.303 164.847 201146 2.85158
5.304 164.847 201146 2.85158
5.305 164.847 201146 2.85158
5.306 164.847 201146 2.85158
5.307 164.847 201146 2.85158
5.308 164.847 201146 2.85158
5.309 164.847 201146 2.85158
5.31 164.847 201146 2.85158
5.311 164.847 201146 2.85158
5.312 164.847 201146 2.85158
5.313 164.847 201146 2.85158
5.314 164.847 201146 2.85158
5.315 164.847 201146 2.85158
5.316 164.847 201146 2.85158
5.317 164.847 201146 2.85158
5.318 164.847 201146 2.85158
5.319 164.847 201146 2.85158
5.32 164.847 201146 2.85158
5.321 164.847 201146 2.85158
5.322 164.847 201146 2.85158
5.323 164.847 201146 2.85158
5.324 164.847 201146 2.85158
5.325 164.847 201146 2.85158
5.326 164.847 201146 2.85158
5.327 164.847 201146 2.85158
5.328 164.847 201146 2.85158
5.329 164.847 201146 2.85158
5.33 164.847 201146 2.85158
5.331 164.847 201146 2.85158
5.332 164.847 201146 2.85158
5.333 164.847 201146 2.85158
5.334 164.847 201146 2.85158
5.335 164.847 201146 2.85158
5.336 164.847 201146 2.85158
5.337 164.847 201146 2.85158
5.338 164.847 201146 2.85158
5.339 164.847 201146 2.85158
5.34 164.847 201146 2.85158
5.341 164.847 201146 2.85158
5.342 164.847 201146 2.85158
5.343 164.847 201146 2.85158
5.344 164.847 201146 2.85158
5.345 164.847 201146 2.85158
5.346 164.847 201146 2.85158
5.347 164.847 201146 2.85158
5.348 164.847 201146 2.85158
5.349 164.847 201146 2.85158
5.35 164.847 201146 2.85158
5.351 164.847 201146 2.85158
5.352 164.847 201146 2.85158
5.353 164.847 201146 2.85158
5.354 164.847 201146 2.85158
5.355 164.847 201146 2.85158
5.356 164.847 201146 2.85158
5.357 164.847 201146 2.85158
5.358 164.847 201146 2.85158
5.359 164.847 201146 2.85158
5.36 164.847 201146 2.85158
5.361 164.847 201146 2.85158
5.362 164.847 201146 2.85158
5.363 164.847 201146 2.85158
5.364 164.847 201146 2.85158
5.365 164.847 201146 2.85158
5.366 164.847 201146 2.85158
5.367 164.847 201146 2.85158
5.368 164.847 201146 2.85158
5.369 164.847 201146 2.85158
5.37 164.847 201146 2.85158
5.371 164.847 201146 2.85158
5.372 164.847 201146 2.85158
5.373 164.847 201146 2.85158
5.374 164.847 201146 2.85158
5.375 164.847 201146 2.85158
5.376 164.847 201146 2.85158
5.377 164.847 201146 2.85158
5.378 164.847 201146 2.85158
5.379 164.847 201146 2.85158
5.38 164.847 201146 2.85158
5.381 164.847 201146 2.85158
5.382 164.847 201146 2.85158
5.383 164.847 201146 2.85158
5.384 164.847 201146 2.85158
5.385 164.847 201146 2.85158
5.386 164.847 201146 2.85158
5.387 164.847 201146 2.85158
5.388 164.847 201146 2.85158
5.389 164.847 201146 2.85158
5.39 164.847 201146 2.85158
5.391 164.847 201146 2.85158
5.392 164.847 201146 2.85158
5.393 164.847 201146 2.85158
5.394 164.847 201146 2.85158
5.395 164.847 201146 2.85158
5.396 164.847 201146 2.85158
5.397 164.847 201146 2.85158
5.398 164.847 201146 2.85158
5.399 164.847 201146 2.85158
5.4 164.847 201146 2.85158
5.401 164.847 201146 2.85158
5.402 164.847 201146 2.85158
5.403 164.847 201146 2.85158
5.404 164.847 201146 2.85158
5.405 164.847 201146 2.85158
5.406 164.847 201146 2.85158
5.407 164.847 201146 2.85158
5.408 164.847 201146 2.85158
5.409 164.847 201146 2.85158
5.41 164.847 201146 2.85158
5.411 164.847 201146 2.85158
5.412 164.847 201146 2.85158
5.413 164.847 201146 2.85158
5.414 164.847 201146 2.85158
5.415 164.847 201146 2.85158
5.416 164.847 201146 2.85158
5.417 164.847 201146 2.85158
5.418 164.847 201146 2.85158
5.419 164.847 201146 2.85158
5.42 164.847 201146 2.85158
5.421 164.847 201146 2.85158
5.422 164.847 201146 2.85158
5.423 164.847 201146 2.85158
5.424 164.847 201146 2.85158
5.425 164.847 201146 2.85158
5.426 164.847 201146 2.85158
5.427 164.847 201146 2.85158
5.428 164.847 201146 2.85158
5.429 164.847 201146 2.85158
5.43 164.847 201146 2.85158
5.431 164.847 201146 2.85158
5.432 164.847 201146 2.85158
5.433 164.847 201146 2.85158
5.434 164.847 201146 2.85158
5.435 164.847 201146 2.85158
5.436 164.847 201146 2.85158
5.437 164.847 201146 2.85158
5.438 164.847 201146 2.85158
5.439 164.847 201146 2.85158
5.44 164.847 201146 2.85158
5.441 164.847 201146 2.85158
5.442 164.847 201146 2.85158
5.443 164.847 201146 2.85158
5.444 164.847 201146 2.85158
5.445 164.847 201146 2.85158
5.446 164.847 201146 2.85158
5.447 164.847 201146 2.85158
5.448 164.847 201146 2.85158
5.449 164.847 201146 2.85158
5.45 164.847 201146 2.85158
5.451 164.847 201146 2.85158
5.452 164.847 201146 2.85158
5.453 164.847 201146 2.85158
5.454 164.847 201146 2.85158
5.455 164.847 201146 2.85158
5.456 164.847 201146 2.85158
5.457 164.847 201146 2.85158
5.458 164.847 201146 2.85158
5.459 164.847 201146 2.85158
5.46 164.847 201146 2.85158
5.461 164.847 201146 2.85158
5.462 164.847 201146 2.85158
5.463 164.847 201146 2.85158
5.464 164.847 201146 2.85158
5.465 164.847 201146 2.85158
5.466 164.847 201146 2.85158
5.467 164.847 201146 2.85158
5.468 164.847 201146 2.85158
5.469 164.847 201146 2.85158
5.47 164.847 201146 2.85158
5.471 164.847 201146 2.85158
5.472 164.847 201146 2.85158
5.473 164.847 201146 2.85158
5.474 164.847 201146 2.85158
5.475 164.847 201146 2.85158
5.476 164.847 201146 2.85158
5.477 164.847 201146 2.85158
5.478 164.847 201146 2.85158
5.479 164.847 201146 2.85158
5.48 164.847 201146 2.85158
5.481 164.847 201146 2.85158
5.482 164.847 201146 2.85158
5.483 164.847 201146 2.85158
5.484 164.847 201146 2.85158
5.485 164.847 201146 2.85158
5.486 164.847 201146 2.85158
5.487 164.847 201146 2.85158
5.488 164.847 201146 2.85158
5.489 164.847 201146 2.85158
5.49 164.847 201146 2.85158
5.491 164.847 201146 2.85158
5.492 164.847 201146 2.85158
5.493 164.847 201146 2.85158
5.494 164.847 201146 2.85158
5.495 164.847 201146 2.85158
5.496 164.847 201146 2.85158
5.497 164.847 201146 2.85158
5.498 164.847 201146 2.85158
5.499 164.847 201146 2.85158
5.5 164.847 201146 2.85158
5.501 164.847 201146 2.85158
5.502 164.847 201146 2.85158
5.503 164.847 201146 2.85158
5.504 164.847 201146 2.85158
5.505 164.847 201146 2.85158
5.506 164.847 201146 2.85158
5.507 164.847 201146 2.85158
5.508 164.847 201146 2.85158
5.509 164.847 201146 2.85158
5.51 164.847 201146 2.85158
5.511 164.847 201146 2.85158
5.512 164.847 201146 2.85158
5.513 164.847 201146 2.85158
5.514 164.847 201146 2.85158
5.515 164.847 201146 2.85158
5.516 164.847 201146 2.85158
5.517 164.847 201146 2.85158
5.518 164.847 201146 2.85158
5.519 164.847 201146 2.85158
5.52 164.847 201146 2.85158
5.521 164.847 201146 2.85158
5.522 164.847 201146 2.85158
5.523 164.847 201146 2.85158
5.524 164.847 201146 2.85158
5.525 164.847 201146 2.85158
5.526 164.847 201146 2.85158
5.527 164.847 201146 2.85158
5.528 164.847 201146 2.85158
5.529 164.847 201146 2.85158
5.53 164.847 201146 2.85158
5.531 164.847 201146 2.85158
5.532 164.847 201146 2.85158
5.533 164.847 201146 2.85158
5.534 164.847 201146 2.85158
5.535 164.847 201146 2.85158
5.536 164.847 201146 2.85158
5.537 164.847 201146 2.85158
5.538 164.847 201146 2.85158
5.539 164.847 201146 2.85158
5.54 164.847 201146 2.85158
5.541 164.847 201146 2.85158
5.542 164.847 201146 2.85158
5.543 164.847 201146 2.85158
5.544 164.847 201146 2.85158
5.545 164.847 201146 2.85158
5.546 164.847 201146 2.85158
5.547 164.847 201146 2.85158
5.548 164.847 201146 2.85158
5.549 164.847 201146 2.85158
5.55 164.847 201146 2.85158
5.551 164.847 201146 2.85158
5.552 164.847 201146 2.85158
5.553 164.847 201146 2.85158
5.554 164.847 201146 2.85158
5.555 164.847 201146 2.85158
5.556 164.847 201146 2.85158
5.557 164.847 201146 2.85158
5.558 164.847 201146 2.85158
5.559 164.847 201146 2.85158
5.56 164.847 201146 2.85158
5.561 164.847 201146 2.85158
5.562 164.847 201146 2.85158
5.563 164.847 201146 2.85158
5.564 164.847 201146 2.85158
5.565 164.847 201146 2.85158
5.566 164.847 201146 2.85158
5.567 164.847 201146 2.85158
5.568 164.847 201146 2.85158
5.569 164.847 201146 2.85158
5.57 164.847 201146 2.85158
5.571 164.847 201146 2.85158
5.572 164.847 201146 2.85158
5.573 164.847 201146 2.85158
5.574 164.847 201146 2.85158
5.575 164.847 201146 2.85158
5.576 164.847 201146 2.85158
5.577 164.847 201146 2.85158
5.578 164.847 201146 2.85158
5.579 164.847 201146 2.85158
5.58 164.847 201146 2.85158
5.581 164.847 201146 2.85158
5.582 164.847 201146 2.85158
5.583 164.847 201146 2.85158
5.584 164.847 201146 2.85158
5.585 164.847 201146 2.85158
5.586 164.847 201146 2.85158
5.587 164.847 201146 2.85158
5.588 164.847 201146 2.85158
5.589 164.847 201146 2.85158
5.59 164.847 201146 2.85158
5.591 164.847 201146 2.85158
5.592 164.847 201146 2.85158
5.593 164.847 201146 2.85158
5.594 164.847 201146 2.85158
5.595 164.847 201146 2.85158
5.596 164.847 201146 2.85158
5.597 164.847 201146 2.85158
5.598 164.847 201146 2.85158
5.599 164.847 201146 2.85158
5.6 164.847 201146 2.85158
5.601 164.847 201146 2.85158
5.602 164.847 201146 2.85158
5.603 164.847 201146 2.85158
5.604 164.847 201146 2.85158
5.605 164.847 201146 2.85158
5.606 164.847 201146 2.85158
5.607 164.847 201146 2.85158
5.608 164.847 201146 2.85158
5.609 164.847 201146 2.85158
5.61 164.847 201146 2.85158
5.611 164.847 201146 2.85158
5.612 164.847 201146 2.85158
5.613 164.847 201146 2.85158
5.614 164.847 201146 2.85158
5.615 164.847 201146 2.85158
5.616 164.847 201146 2.85158
5.617 164.847 201146 2.85158
5.618 164.847 201146 2.85158
5.619 164.847 201146 2.85158
5.62 164.847 201146 2.85158
5.621 164.847 201146 2.85158
5.622 164.847 201146 2.85158
5.623 164.847 201146 2.85158
5.624 164.847 201146 2.85158
5.625 164.847 201146 2.85158
5.626 164.847 201146 2.85158
5.627 164.847 201146 2.85158
5.628 164.847 201146 2.85158
5.629 164.847 201146 2.85158
5.63 164.847 201146 2.85158
5.631 164.847 201146 2.85158
5.632 164.847 201146 2.85158
5.633 164.847 201146 2.85158
5.634 164.847 201146 2.85158
5.635 164.847 201146 2.85158
5.636 164.847 201146 2.85158
5.637 164.847 201146 2.85158
5.638 164.847 201146 2.85158
5.639 164.847 201146 2.85158
5.64 164.847 201146 2.85158
5.641 164.847 201146 2.85158
5.642 164.847 201146 2.85158
5.643 164.847 201146 2.85158
5.644 164.847 201146 2.85158
5.645 164.847 201146 2.85158
5.646 164.847 201146 2.85158
5.647 164.847 201146 2.85158
5.648 164.847 201146 2.85158
5.649 164.847 201146 2.85158
5.65 164.847 201146 2.85158
5.651 164.847 201146 2.85158
5.652 164.847 201146 2.85158
5.653 164.847 201146 2.85158
5.654 164.847 201146 2.85158
5.655 164.847 201146 2.85158
5.656 164.847 201146 2.85158
5.657 164.847 201146 2.85158
5.658 164.847 201146 2.85158
5.659 164.847 201146 2.85158
5.66 164.847 201146 2.85158
5.661 164.847 201146 2.85158
5.662 164.847 201146 2.85158
5.663 164.847 201146 2.85158
5.664 164.847 201146 2.85158
5.665 164.847 201146 2.85158
5.666 164.847 201146 2.85158
5.667 164.847 201146 2.85158
5.668 164.847 201146 2.85158
5.669 164.847 201146 2.85158
5.67 164.847 201146 2.85158
5.671 164.847 201146 2.85158
5.672 164.847 201146 2.85158
5.673 164.847 201146 2.85158
5.674 164.847 201146 2.85158
5.675 164.847 201146 2.85158
5.676 164.847 201146 2.85158
5.677 164.847 201146 2.85158
5.678 164.847 201146 2.85158
5.679 164.847 201146 2.85158
5.68 164.847 201146 2.85158
5.681 164.847 201146 2.85158
5.682 164.847 201146 2.85158
5.683 164.847 201146 2.85158
5.684 164.847 201146 2.85158
5.685 164.847 201146 2.85158
5.686 164.847 201146 2.85158
5.687 164.847 201146 2.85158
5.688 164.847 201146 2.85158
5.689 164.847 201146 2.85158
5.69 164.847 201146 2.85158
5.691 164.847 201146 2.85158
5.692 164.847 201146 2.85158
5.693 164.847 201146 2.85158
5.694 164.847 201146 2.85158
5.695 164.847 201146 2.85158
5.696 164.847 201146 2.85158
5.697 164.847 201146 2.85158
5.698 164.847 201146 2.85158
5.699 164.847 201146 2.85158
5.7 164.847 201146 2.85158
5.701 164.847 201146 2.85158
5.702 164.847 201146 2.85158
5.703 164.847 201146 2.85158
5.704 164.847 201146 2.85158
5.705 164.847 201146 2.85158
5.706 164.847 201146 2.85158
5.707 164.847 201146 2.85158
5.708 164.847 201146 2.85158
5.709 164.847 201146 2.85158
5.71 164.847 201146 2.85158
5.711 164.847 201146 2.85158
5.712 164.847 201146 2.85158
5.713 164.847 201146 2.85158
5.714 164.847 201146 2.85158
5.715 164.847 201146 2.85158
5.716 164.847 201146 2.85158
5.717 164.847 201146 2.85158
5.718 164.847 201146 2.85158
5.719 164.847 201146 2.85158
5.72 164.847 201146 2.85158
5.721 164.847 201146 2.85158
5.722 164.847 201146 2.85158
5.723 164.847 201146 2.85158
5.724 164.847 201146 2.85158
5.725 164.847 201146 2.85158
5.726 164.847 201146 2.85158
5.727 164.847 201146 2.85158
5.728 164.847 201146 2.85158
5.729 164.847 201146 2.85158
5.73 164.847 201146 2.85158
5.731 164.847 201146 2.85158
5.732 164.847 201146 2.85158
5.733 164.847 201146 2.85158
5.734 164.847 201146 2.85158
5.735 164.847 201146 2.85158
5.736 164.847 201146 2.85158
5.737 164.847 201146 2.85158
5.738 164.847 201146 2.85158
5.739 164.847 201146 2.85158
5.74 164.847 201146 2.85158
5.741 164.847 201146 2.85158
5.742 164.847 201146 2.85158
5.743 164.847 201146 2.85158
5.744 164.847 201146 2.85158
5.745 164.847 201146 2.85158
5.746 164.847 201146 2.85158
5.747 164.847 201146 2.85158
5.748 164.847 201146 2.85158
5.749 164.847 201146 2.85158
5.75 164.847 201146 2.85158
5.751 164.847 201146 2.85158
5.752 164.847 201146 2.85158
5.753 164.847 201146 2.85158
5.754 164.847 201146 2.85158
5.755 164.847 201146 2.85158
5.756 164.847 201146 2.85158
5.757 164.847 201146 2.85158
5.758 164.847 201146 2.85158
5.759 164.847 201146 2.85158
5.76 164.847 201146 2.85158
5.761 164.847 201146 2.85158
5.762 164.847 201146 2.85158
5.763 164.847 201146 2.85158
5.764 164.847 201146 2.85158
5.765 164.847 201146 2.85158
5.766 164.847 201146 2.85158
5.767 164.847 201146 2.85158
5.768 164.847 201146 2.85158
5.769 164.847 201146 2.85158
5.77 164.847 201146 2.85158
5.771 164.847 201146 2.85158
5.772 164.847 201146 2.85158
5.773 164.847 201146 2.85158
5.774 164.847 201146 2.85158
5.775 164.847 201146 2.85158
5.776 164.847 201146 2.85158
5.777 164.847 201146 2.85158
5.778 164.847 201146 2.85158
5.779 164.847 201146 2.85158
5.78 164.847 201146 2.85158
5.781 164.847 201146 2.85158
5.782 164.847 201146 2.85158
5.783 164.847 201146 2.85158
5.784 164.847 201146 2.85158
5.785 164.847 201146 2.85158
5.786 164.847 201146 2.85158
5.787 164.847 201146 2.85158
5.788 164.847 201146 2.85158
5.789 164.847 201146 2.85158
5.79 164.847 201146 2.85158
5.791 164.847 201146 2.85158
5.792 164.847 201146 2.85158
5.793 164.847 201146 2.85158
5.794 164.847 201146 2.85158
5.795 164.847 201146 2.85158
5.796 164.847 201146 2.85158
5.797 164.847 201146 2.85158
5.798 164.847 201146 2.85158
5.799 164.847 201146 2.85158
5.8 164.847 201146 2.85158
5.801 164.847 201146 2.85158
5.802 164.847 201146 2.85158
5.803 164.847 201146 2.85158
5.804 164.847 201146 2.85158
5.805 164.847 201146 2.85158
5.806 164.847 201146 2.85158
5.807 164.847 201146 2.85158
5.808 164.847 201146 2.85158
5.809 164.847 201146 2.85158
5.81 164.847 201146 2.85158
5.811 164.847 201146 2.85158
5.812 164.847 201146 2.85158
5.813 164.847 201146 2.85158
5.814 164.847 201146 2.85158
5.815 164.847 201146 2.85158
5.816 164.847 201146 2.85158
5.817 164.847 201146 2.85158
5.818 164.847 201146 2.85158
5.819 164.847 201146 2.85158
5.82 164.847 201146 2.85158
5.821 164.847 201146 2.85158
5.822 164.847 201146 2.85158
5.823 164.847 201146 2.85158
5.824 164.847 201146 2.85158
5.825 164.847 201146 2.85158
5.826 164.847 201146 2.85158
5.827 164.847 201146 2.85158
5.828 164.847 201146 2.85158
5.829 164.847 201146 2.85158
5.83 164.847 201146 2.85158
5.831 164.847 201146 2.85158
5.832 164.847 201146 2.85158
5.833 164.847 201146 2.85158
5.834 164.847 201146 2.85158
5.835 164.847 201146 2.85158
5.836 164.847 201146 2.85158
5.837 164.847 201146 2.85158
5.838 164.847 201146 2.85158
5.839 164.847 201146 2.85158
5.84 164.847 201146 2.85158
5.841 164.847 201146 2.85158
5.842 164.847 201146 2.85158
5.843 164.847 201146 2.85158
5.844 164.847 201146 2.85158
5.845 164.847 201146 2.85158
5.846 164.847 201146 2.85158
5.847 164.847 201146 2.85158
5.848 164.847 201146 2.85158
5.849 164.847 201146 2.85158
5.85 164.847 201146 2.85158
5.851 164.847 201146 2.85158
5.852 164.847 201146 2.85158
5.853 164.847 201146 2.85158
5.854 164.847 201146 2.85158
5.855 164.847 201146 2.85158
5.856 164.847 201146 2.85158
5.857 164.847 201146 2.85158
5.858 164.847 201146 2.85158
5.859 164.847 201146 2.85158
5.86 164.847 201146 2.85158
5.861 164.847 201146 2.85158
5.862 164.847 201146 2.85158
5.863 164.847 201146 2.85158
5.864 164.847 201146 2.85158
5.865 164.847 201146 2.85158
5.866 164.847 201146 2.85158
5.867 164.847 201146 2.85158
5.868 164.847 201146 2.85158
5.869 164.847 201146 2.85158
5.87 164.847 201146 2.85158
5.871 164.847 201146 2.85158
5.872 164.847 201146 2.85158
5.873 164.847 201146 2.85158
5.874 164.847 201146 2.85158
5.875 164.847 201146 2.85158
